index_no,transcript,utterance_id,duration,language,dataset_name
216,"भुटी फुल पारी, राख्ने पाथी भरी ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.6,ne-NP,nepali_16
217,राम त मेरो आफन्त हो नि ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.52,ne-NP,nepali_16
218,आमाले मीठो सेल रोटी पकाउनु भयो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.7,ne-NP,nepali_16
219,नखाउँ होला!,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.52,ne-NP,nepali_16
220,सस्तो तरकारी कता पाउछ?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.916,ne-NP,nepali_16
221,अाजको दिन कस्तो भयो?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.556,ne-NP,nepali_16
222,अहिले अलिकति सञ्चो भएको अनुभूति भइरहेको छ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.636,ne-NP,nepali_16
223,आज बिदामा बसियो! घुमघाम गर्दै।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.168,ne-NP,nepali_16
224,पशुपति मन्दिर मा आरती कुन समयमा हुन्छ?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.636,ne-NP,nepali_16
225,रमाइलो रहेछ त ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.448,ne-NP,nepali_16
226,गफ गाफ गर्दै गरम!,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.628,ne-NP,nepali_16
227,रैला हान्ने हो आज त ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.268,ne-NP,nepali_16
228,अहिले सम्म कसैले भन्या छैनन् है यो चाहिँ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.168,ne-NP,nepali_16
229,यती विघ्न त कहीँ पनि नहोला सायद!,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.06,ne-NP,nepali_16
230,हाहाहा के हेर्छौ त?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.06,ne-NP,nepali_16
231,अखिलका यी भाइहरूले कसैले लगाएअनुसार विरोध गरेका हुन् भन्ने स्पष्टै बुझिन्थ्यो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,6.156,ne-NP,nepali_16
232,खाजा खाने बेला भैसक्यो.,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.808,ne-NP,nepali_16
233,"नाच्न नजान्ने, अगान टेड़ो",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.168,ne-NP,nepali_16
234,भात कासी पुग्न लाग्यो म त खानतिर लागे है।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.348,ne-NP,nepali_16
235,ल तिमिले किन अंग्रेजि बोलेको?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.708,ne-NP,nepali_16
236,चाडैँ निको होस् साथी तिमीलाई ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.06,ne-NP,nepali_16
237,भन्नुहुन्छ नातिनीलाई कस्तो सुहा’को ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.348,ne-NP,nepali_16
238,मानव विकासको आवश्यकता चार बुदाँँमा भन्नुहोस् ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.14,ne-NP,nepali_16
239,हिजो पार्टीमा धेरै रक्सि खाइएछ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.096,ne-NP,nepali_16
240,थप श्रोतहरु,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.34,ne-NP,nepali_16
241,तेस्तै लाग्यो मलाई पनि ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.52,ne-NP,nepali_16
242,राणाशाहीले नेपाललाई बिर्ता र मौजामा बाँडे ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.896,ne-NP,nepali_16
243,के छ खबर साथीहरु?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.988,ne-NP,nepali_16
244,एक हातले तालि बज्दैन,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.448,ne-NP,nepali_16
245,अाज एक्कासि रुघा लाग्न थाल्यो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.808,ne-NP,nepali_16
246,घोडा चड्ने लड्छ,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.448,ne-NP,nepali_16
247,"तर पनि, ब्राजिल र मेक्सिको मा कस्ले जिते हुन्थ्यो जस्तो लाग्छ हजुरलाई?",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.716,ne-NP,nepali_16
248,पसिना भो खलखल ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.34,ne-NP,nepali_16
249,हजुर दाइ जायज कुरा गरिन ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.348,ne-NP,nepali_16
250,"शुभ बिहानी,यहाहरु सबैको दिन सुखद रहोस् ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.78,ne-NP,nepali_16
251,"नमस्कार समित दाई, धेरै पछि देखिनुभयो ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.6,ne-NP,nepali_16
252,अब केहि दिनमा गर्नेछु ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.736,ne-NP,nepali_16
253,आज अचानक असिना पर्यो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.628,ne-NP,nepali_16
254,मेरो त परीक्षाको तालिका आएछ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.096,ne-NP,nepali_16
255,चल्यो हावा सरर ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.06,ne-NP,nepali_16
256,कलामा त खास यस्ता मानकको कुनै अर्थ नै हुँदैन ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.176,ne-NP,nepali_16
257,क-कसले हेर्नुभयो?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.448,ne-NP,nepali_16
258,साह्रै दुःख लाग्यो!,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,1.98,ne-NP,nepali_16
259,फोनको हालत तेती राम्रो छैन ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.808,ne-NP,nepali_16
260,अहिले सम्मका वाक्यहरु यहाँ हेर्न सकिन्छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.168,ne-NP,nepali_16
261,तपाईँलाई कस्तो खालको गीत मनपर्छ?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.988,ne-NP,nepali_16
262,मेरो घर सिमरा हो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.268,ne-NP,nepali_16
263,सगरमाथा कलेजमा पनि यसबारे एउटा कार्यक्रम गर्नुपर्ने छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.32,ne-NP,nepali_16
264,नेपालको पूर्वी सीमाना मेची नदीदेखि पश्चिमी सीमाना महाकाली नदीसम्म छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,5.22,ne-NP,nepali_16
265,यो वाक्य कसैले लेखेनछन् ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.096,ne-NP,nepali_16
266,मेरो घर गुल्मी जिल्लामा पर्छ,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.556,ne-NP,nepali_16
267,"औलो, कालाजार जस्ता किट जन्य रोगहरुबाट बच्न संधै झुल भित्र सुतौं ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,5.148,ne-NP,nepali_16
268,कति खर्च लाग्यो?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.016,ne-NP,nepali_16
269,रामु कस्तो छ अहिले तँलाई?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.52,ne-NP,nepali_16
270,सेवा,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,1.908,ne-NP,nepali_16
271,कहिले बाट छ तिम्रो परीक्षा निर्मल?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.88,ne-NP,nepali_16
272,अाराम गर सन्दिप ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.376,ne-NP,nepali_16
273,सिनेमा यस्तो विधा हो जसले वैकल्पिक यथार्थ समाजलाई दिन सक्छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.428,ne-NP,nepali_16
274,दिनभरि टन्टलापुर घाम लाग्ने होला ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.348,ne-NP,nepali_16
275,यहाँहरुको दिन सुखद अनि फलदायी होस् ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.276,ne-NP,nepali_16
276,साथीभाइबीच रमाइलो हुन्थ्यो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.556,ne-NP,nepali_16
277,"एक टेवल चार कुर्र्सी, भान्छा कोठामा ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.528,ne-NP,nepali_16
278,राम्रो सँग अध्ययन गर ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.376,ne-NP,nepali_16
279,उनीहरूलाई लाग्यो बजार विस्तार गरे त्यो सम्भव छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.528,ne-NP,nepali_16
280,अोहो! कति राम्रो माला लगाको ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.916,ne-NP,nepali_16
281,"जाअौँ, डुङ्गा बगाउन ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.7,ne-NP,nepali_16
282,नेपालमा अझै पनि भुकम्पको झट्का अाइरन्छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.348,ne-NP,nepali_16
