index_no,transcript,utterance_id,duration,language,dataset_name
1772,शिबू सोरेन तीसरी बार सीएम बने,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.132,hi,hindi
1773,पूरे उत्साह के साथ दिवाली मना रहा है बॉलीवुड,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.032,hi,hindi
1774,जैकलीन नजर आएंगी 'राम लखन' के रीमेक में!,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.42,hi,hindi
1775,इस तरह बिहार चुनाव में चला नीतीश का सिक्का...,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.564,hi,hindi
1776,दिल्ली: शूटिंग रेंज में बेटी से गोली चलवाने वाला इंस्पेक्टर सस्पेंड,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.904,hi,hindi
1777,"बीजेपी के दुर्ग में दी मात, सपा-बसपा का अगला टेस्ट कैराना में",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.624,hi,hindi
1778,मध्य प्रदेश में होगा टूरिज्म बोर्ड का गठन,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.428,hi,hindi
1779,साबुन में मौजूद तत्वों से गर्भपात का खतरा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.78,hi,hindi
1780,बिहार: पारिवारिक विवाद में धारदार हथियार से दो लोगों की हत्या,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.932,hi,hindi
1781,अरबाज-मलाइका के तलाक की खबरों पर सलीम खान ने साधी चुप्पी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.012,hi,hindi
1782,सबाउद्दीन और फहीम की पुलिस हिरासत बढ़ी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.104,hi,hindi
1783,"कलावती, जसूबेन के मुकाबले शिवराज के सुंदर भैया",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.184,hi,hindi
1784,मरीन केस में इटली का अंतरराष्ट्रीय मध्यस्थता का विचार,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.752,hi,hindi
1785,"सरकार का निर्देश, 'फेक न्यूज' फैलाने वाले पत्रकारों की खत्म होगी मान्यता, विरोध शुरू",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,7.992,hi,hindi
1786,"स्नैपडील पर अब कार और बाइक भी मिलेगी ऑनलाइन, लोन भी मुहैया कराएगी साइट",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,7.344,hi,hindi
1787,पाक में मुंबई हमलावरों पर फिर से कार्रवाई,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.924,hi,hindi
1788,"फ्लाइट में मोबाइल यूज करने की रूपरेखा तैयार करेगी सरकार, अगले हफ्ते बैठक",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.444,hi,hindi
1789,एक्टर प्रकाश राज के घर गूंजी बेटे की किलकारी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.464,hi,hindi
1790,मणिपुर में भूकंप का मामूली झटका,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.168,hi,hindi
1791,वोटर लिस्ट को लेकर ट्विटर पर उलझे सीएम केजरीवाल और विजेंद्र गुप्ता,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.76,hi,hindi
1792,पानी की बोतल के चक्कर में उतर रहे थे कीर्ति आजाद के कपड़े,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.112,hi,hindi
1793,धोनी के बाद हरभजन बने ‘हमर’ कार के मालिक,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.112,hi,hindi
1794,गुजरात चुनाव से पहले पाटीदारों के मुद्दे पर सरकार बातचीत को तैयार,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.696,hi,hindi
1795,"ट्रंप सिर पर चढ़ गए, तो फिर उतरेंगे नहीं",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.392,hi,hindi
1796,इस नारे के साथ यूपी के चुनावी दंगल में उतरी सपा और कांग्रेस,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.256,hi,hindi
1797,'नायक' की तरह दिल्ली में आज हाथों-हाथ समस्याएं निपटाएंगे अरविंद केजरीवाल,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.156,hi,hindi
1798,यूपी: फेसबुक पर माननीयों के खिलाफ आपत्तिजनक पोस्ट करने वालों पर गिरी गाज,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.948,hi,hindi
1799,"मां को पीट रहा था शराबी बाप, नाबालिग बेटों ने पीट-पीटकर मार डाला",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.156,hi,hindi
1800,ग्लिऑन लंदन में आवेदन कर सकेंगे इंटरनेशनल स्टूडेंट्स,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.76,hi,hindi
1801,आधी-अधूरी तैयारियों के बीच शुरू हुईं यूपी बोर्ड की परीक्षाएं,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.076,hi,hindi
1802,मुंबई हमलों को लेकर फहीम अंसारी और सबाबुद्दीन गिरफ्तार,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.832,hi,hindi
1803,"उत्तर कोरिया बोला- ट्रंप ने किया युद्ध का ऐलान, गिरा देंगे अमेरिका के बॉम्बर",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.876,hi,hindi
1804,सनी लियोन की फिल्म 'कुछ कुछ लोचा है' का ट्रेलर रिलीज,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.004,hi,hindi
1805,मुजफ्फरनगर: भागकर शादी करने वाली बहन को गोली मारी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.652,hi,hindi
1806,छत्तीसगढ़ चुनाव: भरतपुर सोनहत से कांग्रेस के गुलाब कामरो जीते,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,7.452,hi,hindi
1807,अमेरिका: टेनेसी में संदिग्ध हमलावर को पुलिस ने मार गिराया,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.868,hi,hindi
1808,राज्यसभा में फिर उठा यूपीएससी का मुद्दा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.248,hi,hindi
1809,"जम्मू-राजौरी हाइवे पर मिला संदिग्ध सामान, मौके पर पहुंचा बम निरोधक दस्ता",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.984,hi,hindi
1810,राहुल गांधी के प्रधानमंत्री बनने की कोई संभावना नहीं: बाल ठाकरे,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.22,hi,hindi
1811,आडवाणी के रथ पर मोदी की चुनावी यात्रा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.996,hi,hindi
1812,किसान आंदोलन पर गंभीरता से ध्यान दे महाराष्ट्र सरकार: अन्ना हजारे,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.94,hi,hindi
1813,गुवाहाटी धमाका: विस्फोटकों की हुई पहचान,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.5,hi,hindi
1814,'अग्निपथ' ने पहले ही दिन की रिकॉर्ड कमाई,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.5,hi,hindi
1815,भिवानी ने केजरीवाल के रूप में देश को दिया चौथा मुख्यमंत्री,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.904,hi,hindi
1816,शत्रुघ्न का वार- 'मोदीजी कुछ करिए वरना चिड़िया चुग जाएगी खेत',d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.688,hi,hindi
1817,ब्रिटेन: कक्षाओं में स्मार्टफोन पर रोक की तैयारी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.04,hi,hindi
1818,जीत के बाद विराट बोले- हमें हार्दिक के ऑफ कटर्स पर भरोसा था,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.192,hi,hindi
1819,"गंदे नोट और सिक्के, आपको बीमार... बहुत बीमार बना सकते हैं!",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.048,hi,hindi
1820,"फिर कंगना के सपोर्ट में आईं बहन रंगोली, ट्रोलर्स को कहा- 'समौसा गैंग'",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,9.18,hi,hindi
1821,"रेप पीड़ित छात्रा ने लिखा, मुझे जीना है मां",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.356,hi,hindi
1822,राजा मुद्दे पर कोर्ट की टिप्पणी पर प्रधानमंत्री स्थिति स्पष्ट करें: विपक्ष,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.688,hi,hindi
1823,"Box office: श्रद्धा की सबसे ज्यादा कमाने वाली फिल्म है Stree, बना ये रिकॉर्ड",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.66,hi,hindi
1824,शिवाजी पार्क में गाड़ियों की ‘नो पार्किंग’ का आदेश,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.176,hi,hindi
1825,"नागपुरः अन्ना की कार पर हमला, अन्ना सुरक्षित",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.78,hi,hindi
1826,शाहनवाज हुसैन हुए खुशी से बेचैन,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.672,hi,hindi
1827,स्पष्टवादी और सौम्य राजनेता हैं दिनेश त्रिवेदी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.32,hi,hindi
1828,"कोहली ने इंस्टाग्राम पर अपने दोस्त से मिलाया, फैंस से खूब की तारीफ",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.904,hi,hindi
1829,Nubia Alpha: इस अनोखे स्मार्टफोन को आप कलाई पर बांध सकते हैं,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.832,hi,hindi
1830,"टोक्यो में राणा दग्गुबाती का फैंडम, लगे भल्लालदेव जय हो... के नारे",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,7.704,hi,hindi
1831,भोपाल: बाढ़ में बह गए शादी के अरमान,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.636,hi,hindi
1832,"Hero ने लॉन्च किया Maestro Edge, नए स्कूटर Duet का भी किया ऐलान",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.444,hi,hindi
1833,मनोहर पर्रीकर की प्राथमिकताएं,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.564,hi,hindi
1834,कर्नाटक पोस्टल सर्किल में ड्राइवर के लिए वैकेंसी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.328,hi,hindi
1835,निजी क्षेत्र में आरक्षण पर उद्योग जगत से वार्ता जारी: केंद्र,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.292,hi,hindi
1836,मायापुरी से हटाया जाएगा कबाड़ मार्केट,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.96,hi,hindi
1837,"मजहब के नाम पर कानून बनाना गलत, यह काला कानून है: ओवैसी",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.048,hi,hindi
1838,पाकिस्तानी तालिबान ने ली लाहौर धमाकों की जिम्मेदारी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.356,hi,hindi
1839,लड़कियों में पोषण बढ़ाने के लिए पंजाब ने शुरू की योजना,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.22,hi,hindi
1840,मुंबई: जहाजों की टक्कर की जांच के आदेश,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.032,hi,hindi
1841,राजा ने अधिकारियों को धमकाया था: सीबीआई,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.004,hi,hindi
1842,चैंपियंस ट्रॉफीः बस तीन जीत और फिर से चैंपियन बन जाएगी टीम इंडिया,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.976,hi,hindi
1843,सेहत पसंद है तो खाने के बाद बिल्कुल भी ना करें ये काम,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.824,hi,hindi
1844,क्या कपिल-सुनील के बीच सुधर रहे हैं रिश्ते? ऐसे हो रही पहल,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.48,hi,hindi
1845,आपका नहीं होकर भी होना ही मेरी स्ट्रेंथ है मां...,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.076,hi,hindi
1846,...तो क्या कश्मीर से नहीं जम्मू से बनेगा राज्य का मुख्यमंत्री?,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.572,hi,hindi
1847,मोदी सरकार ने संजय जोशी को भेजा बंगला खाली करने का नोटिस,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.868,hi,hindi
1848,मराठी अंदाज में शादी के बंधन में बंधे अजिंक्य रहाणे,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.32,hi,hindi
1849,अरबपति 'राहुल शर्मा' से शादी करेंगी 'गजनी' फेम एक्ट्रेस असिन,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.22,hi,hindi
1850,"प्रधानमंत्री का तालाब बनाने, सिंचाई नेटवर्क बढ़ाने का आह्वान",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.048,hi,hindi
1851,विवादों के बीच बिहार में सूर्य नमस्कार समारोह,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.552,hi,hindi
1852,एशिया कपः 'दुर्गति' के बाद अफगानिस्तान से जीता भारत,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.184,hi,hindi
1853,कम बजट फिल्मों ने बनाया मुझे सफल: भंडारकर,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.392,hi,hindi
1854,कॉफी शॉप पर रिलीज होगा फिल्म 'शानदार' का नया गाना,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.68,hi,hindi
1855,लड़कियों से ज्यादा लड़के शीशा देखते रहते हैं: प्रीति जी. जिंटा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.12,hi,hindi
1856,मणिपुर में पीएम मोदी बोले- भारत बनेगा खेल के क्षेत्र में सुपर पावर,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.616,hi,hindi
1857,"सिद्धू ने किया अफीम की खेती का समर्थन, कहा- मेरे चाचा भी खाते थे",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.292,hi,hindi
1858,एक क्लिक में पढ़ें मंगलवार दिनभर की सभी बड़ी खबरें,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.104,hi,hindi
1859,कपिल मिश्रा ने की उत्तर पूर्वी दिल्ली के लिए विशेष पैकेज की मांग,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.544,hi,hindi
1860,"शोएब का पासपोर्ट वापस मिलेगा, सारे आरोप रद्द: आंध्र प्रदेश हाई कोर्ट",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.58,hi,hindi
1861,फैक्ट चेक: हाथी ने लोगों से भरी बस को खाई में गिरने से बचाया?,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.688,hi,hindi
1862,जब प्यार दे दूसरा मौका तो क्या करें...,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,2.952,hi,hindi
1863,पुरुषों के लिए आज भी चुनौती है इंडीज की इस महिला क्रिकेटर का रिकॉर्ड,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.336,hi,hindi
1864,स्वास्थ्य: सेहत की दौड़ में अव्वल,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.96,hi,hindi
1865,अटल बिहारी वाजपेयी अब भी वेंटिलेटर पर,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.492,hi,hindi
1866,प्री मानसून बारिश के चलते भीगी किसानों की करोड़ों की फसल,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.896,hi,hindi
1867,स्पोर्टएकॉर्ड से अलग हुई अंतरराष्ट्रीय ओलंपिक समिति,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.868,hi,hindi
1868,"वन नेशन वन इलेक्शन पर बंट गया विपक्ष, क्या सदन में भी होगा ऐसा?",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.336,hi,hindi
1869,फैक्ट चेक: क्या है मोदी और हिटलर की किताबों वाली वायरल तस्वीर का सच?,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.048,hi,hindi
1870,"जब करीना के बेटे तैमूर को देखकर बोले मामा रणबीर, ये कौन है?",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.048,hi,hindi
1871,'एनकाउंटर के वक्त टच में थे अमित शाह और वंजारा',d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.148,hi,hindi
1872,आशीष बगई ने कनाडा की कप्तानी छोड़ी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.572,hi,hindi
1873,घाटी में तो फिर भी बनी रहेगी सेना,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.852,hi,hindi
